Is_Tutor,Country ID,1stTeachingLanguage,1stTeachingLevel,2ndTeachingLanguage,2ndTeachingLevel,3rdTeachingLanguage,3rdTeachingLevel,4thTeachingLanguage,4thTeachingLevel,5thTeachingLanguage,5thTeachingLevel,6thTeachingLanguage,6thTeachingLevel,7thTeachingLanguage,7thTeachingLevel,8thTeachingLangauge,8thTeachingLevel,1stAlsoSpeaks,1stAlsoLevel,2ndAlsoSpeaks,2ndAlsoLevel,3rdAlsoSpeaks,3rdAlsoLevel,4thAlsoSpeaks,4thAlsoLevel,5thAlsoSpeaks,5thAlsoLevel,6thAlsoSpeaks,6thAlsoLevel,7thAlsoSpeaks,7thAlsoLevel,8thAlsoSpeaks,8thAlsoLevel,9thAlsoSpeaks,9thAlsoLevel,Signed_Up,Total_Sessions,Has_Trial,Trial_Price,Min_Price,Exam_Score,Level
1,RU,english,6,russian,7,,,,,,,,,,,,,italian,2,spanish,3,,,,,,,,,,,,,,,2019-10-22T10:15:05+00:00,265,0,400,999,83,C1
1,IT,english,6,french,6,italian,7,neapolitan(napoletano),7,,,,,,,,,persian(farsi),1,,,,,,,,,,,,,,,,,2020-03-06T13:43:38+00:00,135,1,450,1360,,
0,CO,spanish,7,,,,,,,,,,,,,,,english,4,japanese,3,,,,,,,,,,,,,,,2020-03-28T03:58:54+00:00,202,1,400,1200,,
0,IR,persian(farsi),7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-03-26T07:36:34+00:00,27,1,200,900,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,2,,,,,,,,,,,,,,,,,2018-10-24T14:23:09+00:00,491,1,400,790,,
0,FR,french,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-04-30T11:51:00+00:00,742,1,1000,2000,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2018-10-23T08:54:42+00:00,1743,0,550,1150,,
1,US,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2018-10-19T10:11:46+00:00,1470,1,500,900,,
0,GH,english,7,,,,,,,,,,,,,,,french,1,russian,3,,,,,,,,,,,,,,,2020-05-18T08:33:02+00:00,8,1,200,900,,
1,RU,russian,7,,,,,,,,,,,,,,,english,4,french,1,polish,1,spanish,4,,,,,,,,,,,2018-10-24T14:49:22+00:00,1362,1,400,800,,
1,US,english,7,,,,,,,,,,,,,,,chinese,4,french,3,,,,,,,,,,,,,,,2018-11-16T11:29:44+00:00,2119,1,400,1300,,
1,KR,korean,7,,,,,,,,,,,,,,,english,2,japanese,5,spanish,2,,,,,,,,,,,,,2018-12-18T11:26:13+00:00,1041,1,1188,1988,,
1,IE,english,7,,,,,,,,,,,,,,,french,2,spanish,5,urdu,1,,,,,,,,,,,,,2019-03-25T15:52:04+00:00,135,1,600,1450,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,french,5,,,,,,,,,,,,,,,2018-12-03T11:46:12+00:00,314,1,800,1500,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,3,spanish,2,,,,,,,,,,,,,,,2020-04-29T11:48:27+00:00,50,1,250,800,,
1,ID,english,6,indonesian,7,turkish,6,,,,,,,,,,,malay,4,other,1,,,,,,,,,,,,,,,2020-04-29T11:47:12+00:00,22,1,100,400,,
0,IT,english,6,italian,7,spanish,6,,,,,,,,,,,french,3,german,4,greek,1,,,,,,,,,,,,,2018-12-06T12:08:00+00:00,278,1,300,1000,,
1,FR,french,7,,,,,,,,,,,,,,,english,3,german,2,spanish,5,,,,,,,,,,,,,2018-10-30T11:22:10+00:00,942,1,100,2900,,
1,GB,english,7,,,,,,,,,,,,,,,french,3,german,1,italian,1,,,,,,,,,,,,,2018-11-16T11:25:59+00:00,940,1,700,2000,,
1,US,english,7,,,,,,,,,,,,,,,gaelic(irish),4,spanish,1,,,,,,,,,,,,,,,2019-09-30T11:26:22+00:00,547,1,700,2000,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-12-31T11:09:07+00:00,254,1,700,1300,,
1,IR,persian(farsi),7,,,,,,,,,,,,,,,english,4,italian,2,,,,,,,,,,,,,,,2020-03-24T13:20:52+00:00,63,1,100,500,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,portuguese,1,spanish,2,,,,,,,,,,,,,2020-06-08T08:37:27+00:00,34,1,400,1000,,
1,JP,japanese,7,korean,7,,,,,,,,,,,,,chinese,3,english,6,french,2,hebrew,1,spanish,4,turkish,1,,,,,,,2018-12-03T11:43:45+00:00,2908,1,1600,3000,,
1,KR,japanese,6,korean,7,,,,,,,,,,,,,chinese,4,english,5,indonesian,4,spanish,2,,,,,,,,,,,2018-11-20T10:37:23+00:00,1073,1,1100,1800,,
1,ZZ,arabic,7,arabic(gulf),7,english,6,,,,,,,,,,,arabic(egyptian),5,arabic(levantine),5,indonesian,2,malay,2,spanish,1,,,,,,,,,2020-01-08T10:44:59+00:00,471,1,900,1700,,
1,ZA,afrikaans,7,english,7,,,,,,,,,,,,,french,1,,,,,,,,,,,,,,,,,2019-02-28T09:59:28+00:00,431,1,600,1200,,
1,GB,english,7,,,,,,,,,,,,,,,russian,1,,,,,,,,,,,,,,,,,2020-06-15T11:41:03+00:00,0,1,100,400,,
1,JP,english,6,japanese,7,,,,,,,,,,,,,french,1,spanish,3,,,,,,,,,,,,,,,2020-05-27T11:15:27+00:00,25,1,100,1500,,
0,KR,english,6,japanese,6,korean,7,,,,,,,,,,,chinese,2,,,,,,,,,,,,,,,,,2020-04-30T11:52:02+00:00,145,0,500,1000,,
1,GB,english,7,,,,,,,,,,,,,,,chinese,5,,,,,,,,,,,,,,,,,2018-11-16T11:51:09+00:00,1028,1,500,1800,,
1,IE,english,7,,,,,,,,,,,,,,,french,4,gaelic(irish),7,signlanguage(international),7,slovak,2,,,,,,,,,,,2018-11-05T11:50:18+00:00,765,1,840,1200,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,japanese,4,,,,,,,,,,,,,,,2019-01-29T11:30:34+00:00,397,1,800,1680,,
1,IE,english,7,,,,,,,,,,,,,,,gaelic(irish),4,portuguese,5,spanish,6,,,,,,,,,,,,,2020-04-17T06:59:37+00:00,146,1,700,1600,,
1,AU,english,7,,,,,,,,,,,,,,,japanese,2,,,,,,,,,,,,,,,,,2019-01-21T16:05:14+00:00,403,1,600,1240,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-05-22T09:06:59+00:00,553,1,400,1560,,
1,TH,thai,7,,,,,,,,,,,,,,,chinese,5,english,2,,,,,,,,,,,,,,,2019-02-21T10:35:43+00:00,572,1,400,1000,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,italian,1,japanese,1,spanish,2,,,,,,,,,,,2020-06-11T11:14:13+00:00,13,1,113,750,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,finnish,1,polish,3,,,,,,,,,,,,,2018-11-20T10:33:00+00:00,978,1,1500,2600,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,khmer,1,,,,,,,,,,,,,,,2018-12-18T11:40:50+00:00,545,1,600,1200,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,turkish,1,,,,,,,,,,,,,,,2018-11-20T10:35:33+00:00,638,1,450,1200,,
0,ES,spanish,7,,,,,,,,,,,,,,,english,4,japanese,1,,,,,,,,,,,,,,,2020-03-31T06:36:06+00:00,11,1,100,1200,,
1,US,english,7,,,,,,,,,,,,,,,chinese,1,,,,,,,,,,,,,,,,,2018-11-23T18:30:30+00:00,552,1,1500,3300,,
1,RU,russian,7,,,,,,,,,,,,,,,english,5,spanish,2,,,,,,,,,,,,,,,2018-12-30T16:11:39+00:00,718,0,100,700,,
1,FR,french,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2019-04-30T11:55:47+00:00,615,1,500,1200,,
0,FR,french,7,,,,,,,,,,,,,,,english,4,russian,5,,,,,,,,,,,,,,,2018-11-20T10:45:11+00:00,330,0,800,1900,,
1,FR,french,7,spanish,6,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2018-12-30T12:04:56+00:00,1055,1,600,800,,
1,BG,bulgarian,7,english,6,,,,,,,,,,,,,chinese,1,russian,1,,,,,,,,,,,,,,,2018-12-08T13:04:52+00:00,1083,1,700,1000,,
1,KR,korean,7,,,,,,,,,,,,,,,chinese,2,english,4,,,,,,,,,,,,,,,2019-03-26T10:46:08+00:00,669,1,600,1500,,
1,PK,english,6,urdu,7,,,,,,,,,,,,,hindi,7,punjabi,6,spanish,1,,,,,,,,,,,,,2018-12-20T10:39:44+00:00,199,1,250,500,,
1,US,english,7,,,,,,,,,,,,,,,portuguese,3,,,,,,,,,,,,,,,,,2018-11-26T10:45:12+00:00,321,1,799,1800,,
1,ES,spanish,7,,,,,,,,,,,,,,,arabic,1,english,2,french,1,,,,,,,,,,,,,2020-02-26T06:30:29+00:00,86,1,300,700,,
0,ES,english,6,,,,,,,,,,,,,,,french,2,german,2,italian,3,,,,,,,,,,,,,2020-04-13T14:27:02+00:00,20,1,100,1400,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,3,portuguese,4,,,,,,,,,,,,,,,2019-04-30T12:06:54+00:00,361,1,500,1000,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,5,german,1,,,,,,,,,,,,,,,2019-01-22T12:37:31+00:00,816,1,450,1350,,
1,BR,portuguese,7,,,,,,,,,,,,,,,english,4,other,1,,,,,,,,,,,,,,,2019-11-15T09:59:03+00:00,408,1,400,950,68,B2
1,US,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2018-12-27T13:41:23+00:00,1087,1,600,920,,
1,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),4,chinese(other),7,english,3,,,,,,,,,,,,,2018-12-30T15:22:57+00:00,587,1,900,1500,,
0,GB,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2018-12-14T11:20:42+00:00,1098,0,100,1500,,
1,RU,english,6,russian,7,,,,,,,,,,,,,french,1,german,4,italian,1,japanese,1,spanish,1,tatar,7,turkish,4,,,,,2019-02-02T17:30:07+00:00,550,1,1000,1500,,
1,CZ,czech,7,english,6,french,6,,,,,,,,,,,russian,1,spanish,4,,,,,,,,,,,,,,,2019-04-18T13:27:43+00:00,355,1,800,1500,,
1,VE,spanish,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-01-22T13:52:12+00:00,726,1,100,800,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,4,portuguese,2,,,,,,,,,,,,,,,2019-10-29T10:13:26+00:00,981,1,500,1050,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,5,french,2,,,,,,,,,,,,,,,2018-12-28T15:02:02+00:00,599,1,800,1900,,
1,AU,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2018-12-27T13:34:21+00:00,949,1,800,1400,,
1,PH,english,6,,,,,,,,,,,,,,,norwegian,4,russian,7,,,,,,,,,,,,,,,2018-12-20T10:56:00+00:00,840,1,200,600,,
0,CA,chinese,7,chinese(cantonese),7,english,7,japanese,6,,,,,,,,,french,3,,,,,,,,,,,,,,,,,2020-05-12T07:58:08+00:00,71,1,900,1200,,
0,GB,english,7,spanish,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-07T12:26:09+00:00,799,1,700,1500,,
1,NO,english,6,norwegian,7,,,,,,,,,,,,,german,3,,,,,,,,,,,,,,,,,2019-01-24T12:18:16+00:00,1020,1,900,1800,,
0,JP,japanese,7,,,,,,,,,,,,,,,chinese,2,english,5,italian,1,spanish,1,,,,,,,,,,,2019-01-29T11:08:18+00:00,1555,1,900,2500,,
0,VE,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-06-25T09:01:29+00:00,373,1,500,1000,,
1,PL,english,6,polish,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-10T11:34:13+00:00,393,1,500,1100,,
1,JP,japanese,7,,,,,,,,,,,,,,,english,3,italian,3,,,,,,,,,,,,,,,2018-12-11T11:26:45+00:00,1776,1,650,1000,,
1,PL,polish,7,,,,,,,,,,,,,,,english,5,german,1,portuguese,1,russian,4,spanish,4,,,,,,,,,2019-01-31T14:40:54+00:00,131,1,500,1000,,
1,AR,spanish,7,,,,,,,,,,,,,,,argentinesignlanguage,4,english,5,french,1,german,2,,,,,,,,,,,2019-01-22T13:38:21+00:00,378,1,500,1800,,
0,JP,english,6,japanese,7,,,,,,,,,,,,,chinese,2,finnish,1,spanish,2,,,,,,,,,,,,,2019-04-09T09:02:04+00:00,1261,1,800,1900,,
1,BE,english,6,french,7,,,,,,,,,,,,,dutch,3,hungarian,1,korean,1,serbian,1,spanish,4,,,,,,,,,2019-04-23T08:37:56+00:00,557,1,500,1400,,
1,RS,english,6,serbian,7,,,,,,,,,,,,,german,3,,,,,,,,,,,,,,,,,2019-01-10T12:41:09+00:00,48,1,500,1000,,
1,KR,english,6,japanese,6,korean,7,,,,,,,,,,,chinese,4,,,,,,,,,,,,,,,,,2019-01-15T13:18:09+00:00,346,0,1250,2500,,
1,GB,english,7,,,,,,,,,,,,,,,chinese,1,german,2,portuguese,1,spanish,2,,,,,,,,,,,2018-12-21T13:39:39+00:00,2274,1,800,2000,,
0,RU,russian,7,,,,,,,,,,,,,,,english,3,italian,2,,,,,,,,,,,,,,,2019-08-10T18:27:43+00:00,131,1,500,900,,
1,LT,lithuanian,7,russian,6,,,,,,,,,,,,,english,4,italian,1,,,,,,,,,,,,,,,2018-12-20T10:59:44+00:00,344,0,0,1200,,
1,IL,hebrew,7,,,,,,,,,,,,,,,english,6,italian,3,,,,,,,,,,,,,,,2020-01-10T10:57:35+00:00,196,1,600,2000,,
1,GB,english,7,,,,,,,,,,,,,,,chinese,1,french,5,spanish,2,,,,,,,,,,,,,2020-01-29T13:40:51+00:00,491,1,900,1500,,
1,TH,thai,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-04-11T09:23:33+00:00,288,1,900,1100,,
1,GB,english,7,kurdish,6,,,,,,,,,,,,,arabic,4,russian,4,spanish,3,,,,,,,,,,,,,2020-03-31T11:07:24+00:00,94,0,600,1180,,
0,RU,russian,7,,,,,,,,,,,,,,,english,4,german,5,,,,,,,,,,,,,,,2020-04-07T14:37:27+00:00,28,1,700,1400,,
0,CA,english,7,,,,,,,,,,,,,,,french,5,portuguese,3,,,,,,,,,,,,,,,2019-11-15T11:23:24+00:00,9,1,400,1500,,
1,SD,arabic,7,arabic(sudanese),7,english,6,,,,,,,,,,,filipino(tagalog),2,korean,1,,,,,,,,,,,,,,,2019-09-23T07:19:12+00:00,440,1,500,1000,,
1,VN,vietnamese,7,,,,,,,,,,,,,,,chinese,3,english,5,japanese,1,,,,,,,,,,,,,2018-12-31T16:31:45+00:00,62,1,330,800,,
0,US,english,7,,,,,,,,,,,,,,,portuguese,1,spanish,2,,,,,,,,,,,,,,,2019-04-08T10:25:44+00:00,840,1,900,1700,,
1,DE,german,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-01-08T12:04:01+00:00,1304,1,1000,2000,,
1,HR,croatian,7,english,6,,,,,,,,,,,,,french,1,german,3,italian,4,portuguese,5,spanish,5,,,,,,,,,2019-01-31T14:20:31+00:00,609,1,700,1200,,
1,ID,indonesian,7,,,,,,,,,,,,,,,english,4,javanese,7,,,,,,,,,,,,,,,2019-01-10T12:12:15+00:00,348,1,400,700,,
1,IR,persian(farsi),7,turkish,7,,,,,,,,,,,,,english,5,french,1,,,,,,,,,,,,,,,2019-01-10T11:56:30+00:00,376,0,100,1500,,
1,RU,english,6,russian,7,,,,,,,,,,,,,spanish,2,turkish,1,,,,,,,,,,,,,,,2020-01-15T03:50:17+00:00,153,1,250,500,,
1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,armenian,1,dutch,1,french,1,spanish,1,turkish,3,,,,,,,,,2019-01-17T11:06:30+00:00,552,1,600,1200,,
1,GB,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2020-02-05T12:37:10+00:00,300,1,500,1000,,
0,TR,turkish,7,,,,,,,,,,,,,,,english,5,german,5,russian,4,,,,,,,,,,,,,2020-01-02T11:13:14+00:00,201,1,100,900,,
0,US,english,7,,,,,,,,,,,,,,,spanish,1,thai,1,,,,,,,,,,,,,,,2019-11-25T02:54:12+00:00,450,0,945,1213,,
1,TH,thai,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2020-04-01T03:35:44+00:00,96,1,300,600,,
1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,3,russian,1,,,,,,,,,,,,,,,2019-01-28T11:49:25+00:00,1911,1,700,1200,,
1,CZ,czech,7,,,,,,,,,,,,,,,english,6,spanish,1,,,,,,,,,,,,,,,2019-03-07T10:06:23+00:00,514,1,500,1800,,
1,US,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2019-01-28T11:54:14+00:00,1044,1,700,2499,,
1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,arabic,1,german,1,italian,1,polish,1,portuguese,1,russian,1,spanish,1,,,,,2019-01-24T12:24:32+00:00,1947,1,100,400,,
1,FR,english,6,french,7,,,,,,,,,,,,,german,2,spanish,1,,,,,,,,,,,,,,,2019-01-29T11:30:20+00:00,1111,1,1200,1900,,
1,EG,arabic,7,arabic(egyptian),7,arabic(modernstandard),7,,,,,,,,,,,arabic(gulf),7,arabic(levantine),7,english,6,,,,,,,,,,,,,2019-02-06T15:14:24+00:00,1218,1,500,1000,,
1,RS,bosnian,6,croatian,6,english,6,serbian,7,,,,,,,,,montenegrin,6,spanish,1,,,,,,,,,,,,,,,2019-02-07T11:06:00+00:00,1642,1,100,600,,
1,UA,english,6,russian,7,ukrainian,7,,,,,,,,,,,chinese,1,dutch,1,french,3,,,,,,,,,,,,,2019-01-24T12:07:58+00:00,467,1,500,1500,,
1,JP,english,6,japanese,7,,,,,,,,,,,,,chinese,2,french,2,,,,,,,,,,,,,,,2019-06-11T10:13:35+00:00,505,1,800,1450,,
1,ZA,afrikaans,6,english,7,,,,,,,,,,,,,arabic,3,hebrew,1,latin,2,other,1,spanish,2,,,,,,,,,2019-02-08T15:24:24+00:00,1199,1,599,1090,,
1,TR,english,6,turkish,7,,,,,,,,,,,,,arabic(modernstandard),2,greek(ancient),1,spanish,2,,,,,,,,,,,,,2019-01-17T11:25:23+00:00,70,1,300,1000,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,5,french,1,korean,2,,,,,,,,,,,,,2020-04-21T09:29:30+00:00,1,1,500,1000,,
1,GB,english,7,,,,,,,,,,,,,,,arabic(levantine),2,french,3,gaelic(irish),1,russian,1,,,,,,,,,,,2019-08-09T17:35:29+00:00,200,0,300,1400,,
1,RU,english,6,,,,,,,,,,,,,,,russian,7,,,,,,,,,,,,,,,,,2020-02-24T15:19:39+00:00,322,1,300,800,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,portuguese,1,spanish,2,,,,,,,,,,,,,2020-04-08T11:49:12+00:00,170,0,600,1600,,
0,AU,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2019-05-10T09:32:52+00:00,850,1,100,1700,,
1,GB,english,7,,,,,,,,,,,,,,,pashtu,2,spanish,4,,,,,,,,,,,,,,,2019-02-08T15:06:59+00:00,900,1,1000,2000,,
1,GR,greek,7,,,,,,,,,,,,,,,english,5,russian,6,,,,,,,,,,,,,,,2019-08-16T13:08:19+00:00,45,0,300,700,,
1,MK,bosnian,6,bulgarian,6,croatian,6,macedonian,7,montenegrin,6,serbian,6,,,,,english,6,russian,3,turkish,2,,,,,,,,,,,,,2019-02-14T10:04:37+00:00,369,1,300,700,,
1,IT,italian,7,portuguese,6,,,,,,,,,,,,,english,4,french,2,spanish,2,,,,,,,,,,,,,2019-02-06T15:08:43+00:00,191,1,600,999,,
0,GB,english,7,,,,,,,,,,,,,,,french,2,japanese,2,spanish,6,,,,,,,,,,,,,2020-05-06T09:20:10+00:00,12,0,100,1200,,
0,ES,spanish,7,,,,,,,,,,,,,,,english,5,french,4,korean,2,,,,,,,,,,,,,2019-02-05T12:01:44+00:00,51,1,800,1600,,
1,ES,english,6,spanish,7,,,,,,,,,,,,,portuguese,3,swedish,3,,,,,,,,,,,,,,,2019-09-27T18:18:42+00:00,781,1,900,1200,,
1,GB,english,7,,,,,,,,,,,,,,,japanese,1,spanish,2,,,,,,,,,,,,,,,2019-10-17T10:32:27+00:00,608,1,395,1095,,
0,GB,english,7,,,,,,,,,,,,,,,indonesian,3,,,,,,,,,,,,,,,,,2020-05-13T07:11:34+00:00,72,1,500,1000,,
1,DE,german,7,,,,,,,,,,,,,,,english,6,russian,2,spanish,2,,,,,,,,,,,,,2019-02-12T09:52:28+00:00,459,0,100,1250,,
1,DE,english,6,german,7,,,,,,,,,,,,,indonesian,4,spanish,3,,,,,,,,,,,,,,,2019-02-05T11:43:04+00:00,1035,1,550,1200,,
1,US,english,7,,,,,,,,,,,,,,,german,1,other,1,,,,,,,,,,,,,,,2019-02-15T13:11:53+00:00,321,1,2300,3000,,
1,ZA,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2019-02-04T10:37:41+00:00,194,1,500,1000,,
0,ES,spanish,7,,,,,,,,,,,,,,,catalan,7,english,5,,,,,,,,,,,,,,,2020-05-05T03:34:31+00:00,32,1,100,1500,,
1,IT,italian,7,neapolitan(napoletano),7,,,,,,,,,,,,,english,5,french,1,portuguese,1,spanish,5,,,,,,,,,,,2019-02-21T10:37:44+00:00,176,1,600,1000,,
0,KR,korean,7,,,,,,,,,,,,,,,english,6,indonesian,4,,,,,,,,,,,,,,,2019-10-28T11:52:00+00:00,492,1,900,1800,,
0,ES,spanish,7,,,,,,,,,,,,,,,english,5,french,2,,,,,,,,,,,,,,,2019-11-05T03:20:09+00:00,257,1,700,1100,,
0,CN,chinese,7,chinese(cantonese),7,english,6,,,,,,,,,,,french,2,,,,,,,,,,,,,,,,,2019-08-24T14:00:59+00:00,193,0,0,1500,,
0,ZA,english,7,,,,,,,,,,,,,,,afrikaans,1,,,,,,,,,,,,,,,,,2019-03-08T16:16:37+00:00,1215,1,500,1099,,
0,CN,chinese,7,,,,,,,,,,,,,,,english,6,french,1,,,,,,,,,,,,,,,2019-08-28T12:48:33+00:00,156,1,100,1200,,
1,DE,german,7,,,,,,,,,,,,,,,catalan,1,english,6,french,2,italian,5,spanish,5,,,,,,,,,2020-06-16T09:20:42+00:00,0,1,400,2000,,
1,MY,malay,7,,,,,,,,,,,,,,,english,6,french,1,indonesian,6,japanese,1,,,,,,,,,,,2019-04-25T10:31:40+00:00,0,0,0,500,,
1,CO,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-02-12T10:53:16+00:00,1269,1,750,950,,
1,TR,turkish,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-04-17T07:27:29+00:00,150,1,100,900,,
1,VN,vietnamese,7,,,,,,,,,,,,,,,chinese,1,english,5,thai,1,,,,,,,,,,,,,2019-06-13T14:17:20+00:00,999,0,300,700,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,4,portuguese,3,,,,,,,,,,,,,,,2019-02-19T10:52:01+00:00,185,1,500,1500,,
1,FR,french,7,,,,,,,,,,,,,,,english,6,german,3,spanish,1,,,,,,,,,,,,,2019-04-23T08:36:34+00:00,518,1,700,1500,,
1,GB,english,7,,,,,,,,,,,,,,,korean,2,,,,,,,,,,,,,,,,,2019-05-10T10:23:42+00:00,525,1,600,1100,,
1,DE,arabic(egyptian),6,english,6,german,7,,,,,,,,,,,arabic(levantine),4,portuguese,3,spanish,4,turkish,7,,,,,,,,,,,2019-03-14T11:06:52+00:00,160,0,600,1200,,
0,FR,french,7,,,,,,,,,,,,,,,english,6,russian,5,spanish,2,,,,,,,,,,,,,2019-02-19T11:17:02+00:00,937,1,899,2099,,
0,GB,english,7,,,,,,,,,,,,,,,chinese,2,spanish,2,,,,,,,,,,,,,,,2020-04-10T10:31:47+00:00,220,1,500,800,,
1,JP,english,6,japanese,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-30T11:37:41+00:00,483,1,900,1800,,
1,FI,english,6,finnish,7,,,,,,,,,,,,,japanese,1,spanish,3,,,,,,,,,,,,,,,2019-05-16T14:39:13+00:00,984,1,800,1500,,
1,DE,english,6,german,7,,,,,,,,,,,,,bosnian,2,croatian,2,italian,1,serbian,2,,,,,,,,,,,2019-03-02T11:25:19+00:00,1205,1,700,1200,,
1,RU,french,6,,,,,,,,,,,,,,,english,5,russian,7,spanish,1,,,,,,,,,,,,,2020-05-05T11:42:26+00:00,119,1,200,700,,
1,GB,english,7,,,,,,,,,,,,,,,chinese,3,french,2,italian,1,korean,1,polish,1,russian,2,spanish,1,ukrainian,4,,,2019-08-05T19:11:00+00:00,1547,1,700,1080,,
0,CA,english,7,,,,,,,,,,,,,,,japanese,4,other,1,urdu,5,,,,,,,,,,,,,2020-01-23T10:53:53+00:00,257,1,800,1800,,
1,FR,english,6,french,7,,,,,,,,,,,,,dutch,5,,,,,,,,,,,,,,,,,2019-05-14T13:40:27+00:00,577,1,700,2000,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,5,galician,6,italian,1,portuguese,2,,,,,,,,,,,2019-05-28T12:07:24+00:00,897,1,600,1700,,
0,DE,german,7,spanish,6,,,,,,,,,,,,,english,5,portuguese,3,,,,,,,,,,,,,,,2019-04-23T08:48:26+00:00,83,1,900,1800,,
0,AU,english,7,,,,,,,,,,,,,,,french,2,spanish,4,,,,,,,,,,,,,,,2020-02-11T11:07:18+00:00,126,1,400,1750,,
1,CN,chinese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2019-02-27T10:46:40+00:00,1276,1,500,1100,,
1,IN,english,6,hindi,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-03T15:20:47+00:00,258,1,400,1200,,
1,ES,spanish,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-02-11T04:44:05+00:00,191,1,440,1238,,
1,BR,english,6,portuguese,7,,,,,,,,,,,,,japanese,3,russian,1,spanish,3,,,,,,,,,,,,,2019-11-20T10:21:36+00:00,640,1,300,700,,
1,DE,english,6,german,7,,,,,,,,,,,,,polish,1,spanish,2,,,,,,,,,,,,,,,2019-03-19T10:40:26+00:00,213,1,1200,2000,,
0,JP,japanese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-10-23T06:39:42+00:00,51,1,1500,3500,,
1,NG,english,7,,,,,,,,,,,,,,,french,1,other,1,spanish,2,yoruba,5,,,,,,,,,,,2019-03-01T15:32:18+00:00,1485,1,350,700,,
1,AR,spanish,7,,,,,,,,,,,,,,,chinese,6,english,3,,,,,,,,,,,,,,,2020-06-01T03:19:15+00:00,9,1,400,800,,
1,KR,korean,7,,,,,,,,,,,,,,,english,6,german,3,,,,,,,,,,,,,,,2020-02-21T08:34:31+00:00,324,1,800,1100,,
1,PH,english,6,filipino(tagalog),6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-04-12T09:45:32+00:00,2727,1,199,400,,
0,GB,english,7,,,,,,,,,,,,,,,french,6,german,4,polish,6,spanish,3,,,,,,,,,,,2020-03-09T15:06:52+00:00,116,1,599,1999,,
1,UA,russian,7,,,,,,,,,,,,,,,english,3,ukrainian,7,,,,,,,,,,,,,,,2019-03-07T10:22:18+00:00,11,1,300,1200,,
