User_ID,Is_Tutor,Country ID,1stTeaching Language,1stTeachingLevel,2ndTeachingLanguage,2ndTeachingLevel,3rdTeachingLanguage,3rdTeachingLevel,4thTeachingLanguage,4thTeachingLevel,5thTeachingLanguage,5thTeachingLevel,6thTeachingLanguage,6thTeachingLevel,7thTeachingLanguage,7thTeachingLevel,8thTeachingLangauge,8thTeachingLevel,1stAlsoSpeaks,1stAlsoLevel,2ndAlsoSpeaks,2ndAlsoLevel,3rdAlsoSpeaks,3rdAlsoLevel,4thAlsoSpeaks,4thAlsoLevel,5thAlsoSpeaks,5thAlsoLevel,6thAlsoSpeaks,6thAlsoLevel,7thAlsoSpeaks,7thAlsoLevel,8thAlsoSpeaks,8thAlsoLevel,9thAlsoSpeaks,9thAlsoLevel,Signed_Up,Total_Sessions,Has_Trial,Trial_Price,Min_Price,Exam_Score,Level
5575504,0,IT,english,6,italian,7,spanish,6,,,,,,,,,,,french,2,,,,,,,,,,,,,,,,,2020-04-29T12:00:17+00:00,217,1,200,1000,,
5579710,1,GB,english,7,,,,,,,,,,,,,,,french,4,,,,,,,,,,,,,,,,,2018-10-29T16:31:32+00:00,2951,1,950,1990,,
5582547,1,CN,chinese,7,,,,,,,,,,,,,,,chinese(other),6,english,5,,,,,,,,,,,,,,,2018-10-06T09:58:55+00:00,589,1,600,700,,
5582725,1,IN,hindi,7,sanskrit,7,,,,,,,,,,,,,english,6,french,1,japanese,1,punjabi,4,russian,1,urdu,4,,,,,,,2020-04-23T08:55:47+00:00,25,1,100,500,,
5583627,1,CN,chinese,7,,,,,,,,,,,,,,,english,6,french,2,greek,2,japanese,2,,,,,,,,,,,2019-11-22T07:01:39+00:00,290,1,100,800,88,C1
5585983,1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,french,4,german,2,,,,,,,,,,,,,,,2018-12-13T11:54:13+00:00,865,1,700,1000,,
5586200,1,RU,russian,7,,,,,,,,,,,,,,,english,5,french,2,german,1,,,,,,,,,,,,,2018-09-26T10:17:17+00:00,410,1,400,900,,
5591407,1,JP,japanese,7,,,,,,,,,,,,,,,english,6,portuguese,3,spanish,2,,,,,,,,,,,,,2018-10-09T14:22:38+00:00,357,1,700,1500,,
5592056,1,IT,italian,7,,,,,,,,,,,,,,,english,5,french,5,greek(ancient),2,hindi,1,latin,2,spanish,2,,,,,,,2018-11-28T14:53:27+00:00,1228,1,1100,1600,,
5592305,0,GB,english,7,,,,,,,,,,,,,,,czech,2,german,4,russian,2,spanish,4,,,,,,,,,,,2019-09-27T18:18:45+00:00,639,1,600,1900,,
5592640,1,TH,thai,7,,,,,,,,,,,,,,,english,5,korean,3,,,,,,,,,,,,,,,2018-10-06T10:54:55+00:00,604,1,600,1000,,
5593560,1,RU,russian,7,,,,,,,,,,,,,,,english,5,spanish,2,,,,,,,,,,,,,,,2019-09-30T11:26:14+00:00,296,1,250,500,,
5593662,0,ES,spanish,7,,,,,,,,,,,,,,,english,4,italian,3,portuguese,3,,,,,,,,,,,,,2020-03-28T03:59:57+00:00,38,1,800,1800,,
5593992,1,ZA,english,7,zulu,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-05-20T11:35:27+00:00,22,1,300,400,,
5595305,0,RU,english,6,russian,7,,,,,,,,,,,,,german,4,spanish,1,,,,,,,,,,,,,,,2019-04-10T10:25:58+00:00,256,1,600,1400,,
5602275,1,IE,english,7,,,,,,,,,,,,,,,japanese,3,korean,1,,,,,,,,,,,,,,,2018-10-08T09:30:08+00:00,126,1,800,1500,,
5603446,1,MY,chinese,7,chinese(cantonese),7,english,7,,,,,,,,,,,french,2,german,1,korean,1,,,,,,,,,,,,,2019-01-17T11:01:02+00:00,1605,1,800,1600,,
5606369,1,GB,english,7,french,7,,,,,,,,,,,,,indonesian,1,,,,,,,,,,,,,,,,,2018-10-16T09:47:38+00:00,2008,1,400,800,,
5608265,1,FR,french,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2019-10-25T10:48:39+00:00,564,1,700,1328,,
5609570,0,TR,english,6,,,,,,,,,,,,,,,korean,3,turkish,7,,,,,,,,,,,,,,,2020-04-27T02:54:57+00:00,7,1,250,800,,
5612819,0,GB,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2020-04-01T07:19:18+00:00,318,0,400,1800,,
5613621,0,GB,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2019-12-02T09:59:57+00:00,703,1,400,1300,,
5615730,1,HU,hungarian,7,,,,,,,,,,,,,,,chinese,1,english,4,german,2,russian,1,,,,,,,,,,,2018-12-08T12:55:48+00:00,269,1,400,1100,,
5616645,1,IT,english,6,french,6,italian,7,,,,,,,,,,,german,4,other,1,spanish,2,,,,,,,,,,,,,2018-10-31T11:18:42+00:00,70,1,700,1100,,
5616695,1,IT,italian,7,,,,,,,,,,,,,,,english,4,spanish,6,,,,,,,,,,,,,,,2018-10-10T10:10:00+00:00,751,1,500,1000,,
5619174,1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,french,4,,,,,,,,,,,,,,,,,2018-11-08T18:43:03+00:00,3157,1,300,700,,
5621952,1,AU,english,7,,,,,,,,,,,,,,,italian,1,korean,3,,,,,,,,,,,,,,,2018-11-09T17:56:04+00:00,467,1,700,1700,,
5625734,1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,2,chinese,1,portuguese,1,,,,,,,,,,,,,2020-04-17T07:24:18+00:00,7,1,100,1500,,
5626831,1,GB,english,7,,,,,,,,,,,,,,,spanish,3,,,,,,,,,,,,,,,,,2019-03-18T10:22:27+00:00,1279,1,700,1400,,
5630291,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2019-10-22T03:01:22+00:00,1257,1,500,1000,,
5631441,1,GB,chinese,7,,,,,,,,,,,,,,,english,6,french,1,,,,,,,,,,,,,,,2018-11-07T11:29:05+00:00,292,1,700,1000,,
5631666,1,RU,english,6,russian,7,,,,,,,,,,,,,italian,2,spanish,3,,,,,,,,,,,,,,,2019-10-22T10:15:05+00:00,265,0,400,999,83,C1
5632915,1,IT,english,6,french,6,italian,7,neapolitan(napoletano),7,,,,,,,,,persian(farsi),1,,,,,,,,,,,,,,,,,2020-03-06T13:43:38+00:00,135,1,450,1360,,
5633330,0,CO,spanish,7,,,,,,,,,,,,,,,english,4,japanese,3,,,,,,,,,,,,,,,2020-03-28T03:58:54+00:00,202,1,400,1200,,
5634675,0,IR,persian(farsi),7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2020-03-26T07:36:34+00:00,27,1,200,900,,
5636129,1,CN,chinese,7,,,,,,,,,,,,,,,english,2,,,,,,,,,,,,,,,,,2018-10-24T14:23:09+00:00,491,1,400,790,,
5646448,0,FR,french,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-04-30T11:51:00+00:00,742,1,1000,2000,,
5647401,1,JP,japanese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2018-10-23T08:54:42+00:00,1743,0,550,1150,,
5648041,1,US,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2018-10-19T10:11:46+00:00,1470,1,500,900,,
5649486,0,GH,english,7,,,,,,,,,,,,,,,french,1,russian,3,,,,,,,,,,,,,,,2020-05-18T08:33:02+00:00,8,1,200,900,,
5651547,1,RU,russian,7,,,,,,,,,,,,,,,english,4,french,1,polish,1,spanish,4,,,,,,,,,,,2018-10-24T14:49:22+00:00,1362,1,400,800,,
5653904,1,US,english,7,,,,,,,,,,,,,,,chinese,4,french,3,,,,,,,,,,,,,,,2018-11-16T11:29:44+00:00,2119,1,400,1300,,
5657345,1,KR,korean,7,,,,,,,,,,,,,,,english,2,japanese,5,spanish,2,,,,,,,,,,,,,2018-12-18T11:26:13+00:00,1041,1,1188,1988,,
5661780,1,IE,english,7,,,,,,,,,,,,,,,french,2,spanish,5,urdu,1,,,,,,,,,,,,,2019-03-25T15:52:04+00:00,135,1,600,1450,,
5662737,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,french,5,,,,,,,,,,,,,,,2018-12-03T11:46:12+00:00,314,1,800,1500,,
5664595,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,spanish,2,,,,,,,,,,,,,,,2020-04-29T11:48:27+00:00,50,1,250,800,,
5664906,1,ID,english,6,indonesian,7,turkish,6,,,,,,,,,,,malay,4,other,1,,,,,,,,,,,,,,,2020-04-29T11:47:12+00:00,22,1,100,400,,
5666816,0,IT,english,6,italian,7,spanish,6,,,,,,,,,,,french,3,german,4,greek,1,,,,,,,,,,,,,2018-12-06T12:08:00+00:00,278,1,300,1000,,
5667439,1,FR,french,7,,,,,,,,,,,,,,,english,3,german,2,spanish,5,,,,,,,,,,,,,2018-10-30T11:22:10+00:00,942,1,100,2900,,
5670521,1,GB,english,7,,,,,,,,,,,,,,,french,3,german,1,italian,1,,,,,,,,,,,,,2018-11-16T11:25:59+00:00,940,1,700,2000,,
5672495,1,US,english,7,,,,,,,,,,,,,,,gaelic(irish),4,spanish,1,,,,,,,,,,,,,,,2019-09-30T11:26:22+00:00,547,1,700,2000,,
5675778,0,CN,chinese,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-12-31T11:09:07+00:00,254,1,700,1300,,
5678520,1,IR,persian(farsi),7,,,,,,,,,,,,,,,english,4,italian,2,,,,,,,,,,,,,,,2020-03-24T13:20:52+00:00,63,1,100,500,,
5679100,1,FR,french,7,,,,,,,,,,,,,,,english,6,portuguese,1,spanish,2,,,,,,,,,,,,,2020-06-08T08:37:27+00:00,34,1,400,1000,,
5679984,1,JP,japanese,7,korean,7,,,,,,,,,,,,,chinese,3,english,6,french,2,hebrew,1,spanish,4,turkish,1,,,,,,,2018-12-03T11:43:45+00:00,2908,1,1600,3000,,
5681274,1,KR,japanese,6,korean,7,,,,,,,,,,,,,chinese,4,english,5,indonesian,4,spanish,2,,,,,,,,,,,2018-11-20T10:37:23+00:00,1073,1,1100,1800,,
5681720,1,ZZ,arabic,7,arabic(gulf),7,english,6,,,,,,,,,,,arabic(egyptian),5,arabic(levantine),5,indonesian,2,malay,2,spanish,1,,,,,,,,,2020-01-08T10:44:59+00:00,471,1,900,1700,,
5687024,1,ZA,afrikaans,7,english,7,,,,,,,,,,,,,french,1,,,,,,,,,,,,,,,,,2019-02-28T09:59:28+00:00,431,1,600,1200,,
5687999,1,GB,english,7,,,,,,,,,,,,,,,russian,1,,,,,,,,,,,,,,,,,2020-06-15T11:41:03+00:00,0,1,100,400,,
5691085,1,JP,english,6,japanese,7,,,,,,,,,,,,,french,1,spanish,3,,,,,,,,,,,,,,,2020-05-27T11:15:27+00:00,25,1,100,1500,,
5691734,0,KR,english,6,japanese,6,korean,7,,,,,,,,,,,chinese,2,,,,,,,,,,,,,,,,,2020-04-30T11:52:02+00:00,145,0,500,1000,,
5695005,1,GB,english,7,,,,,,,,,,,,,,,chinese,5,,,,,,,,,,,,,,,,,2018-11-16T11:51:09+00:00,1028,1,500,1800,,
5696370,1,IE,english,7,,,,,,,,,,,,,,,french,4,gaelic(irish),7,signlanguage(international),7,slovak,2,,,,,,,,,,,2018-11-05T11:50:18+00:00,765,1,840,1200,,
5697150,1,FR,french,7,,,,,,,,,,,,,,,english,4,japanese,4,,,,,,,,,,,,,,,2019-01-29T11:30:34+00:00,397,1,800,1680,,
5697318,1,IE,english,7,,,,,,,,,,,,,,,gaelic(irish),4,portuguese,5,spanish,6,,,,,,,,,,,,,2020-04-17T06:59:37+00:00,146,1,700,1600,,
5699356,1,AU,english,7,,,,,,,,,,,,,,,japanese,2,,,,,,,,,,,,,,,,,2019-01-21T16:05:14+00:00,403,1,600,1240,,
5702858,0,CN,chinese,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-05-22T09:06:59+00:00,553,1,400,1560,,
5703206,1,TH,thai,7,,,,,,,,,,,,,,,chinese,5,english,2,,,,,,,,,,,,,,,2019-02-21T10:35:43+00:00,572,1,400,1000,,
5703349,1,FR,french,7,,,,,,,,,,,,,,,english,6,italian,1,japanese,1,spanish,2,,,,,,,,,,,2020-06-11T11:14:13+00:00,13,1,113,750,,
5711677,1,JP,japanese,7,,,,,,,,,,,,,,,english,5,finnish,1,polish,3,,,,,,,,,,,,,2018-11-20T10:33:00+00:00,978,1,1500,2600,,
5713813,1,FR,french,7,,,,,,,,,,,,,,,english,6,khmer,1,,,,,,,,,,,,,,,2018-12-18T11:40:50+00:00,545,1,600,1200,,
5715303,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,turkish,1,,,,,,,,,,,,,,,2018-11-20T10:35:33+00:00,638,1,450,1200,,
5720552,0,ES,spanish,7,,,,,,,,,,,,,,,english,4,japanese,1,,,,,,,,,,,,,,,2020-03-31T06:36:06+00:00,11,1,100,1200,,
5720700,1,US,english,7,,,,,,,,,,,,,,,chinese,1,,,,,,,,,,,,,,,,,2018-11-23T18:30:30+00:00,552,1,1500,3300,,
5721433,1,RU,russian,7,,,,,,,,,,,,,,,english,5,spanish,2,,,,,,,,,,,,,,,2018-12-30T16:11:39+00:00,718,0,100,700,,
5721766,1,FR,french,7,,,,,,,,,,,,,,,english,4,,,,,,,,,,,,,,,,,2019-04-30T11:55:47+00:00,615,1,500,1200,,
5724668,0,FR,french,7,,,,,,,,,,,,,,,english,4,russian,5,,,,,,,,,,,,,,,2018-11-20T10:45:11+00:00,330,0,800,1900,,
5724906,1,FR,french,7,spanish,6,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2018-12-30T12:04:56+00:00,1055,1,600,800,,
5725798,1,BG,bulgarian,7,english,6,,,,,,,,,,,,,chinese,1,russian,1,,,,,,,,,,,,,,,2018-12-08T13:04:52+00:00,1083,1,700,1000,,
5727255,1,KR,korean,7,,,,,,,,,,,,,,,chinese,2,english,4,,,,,,,,,,,,,,,2019-03-26T10:46:08+00:00,669,1,600,1500,,
5728430,1,PK,english,6,urdu,7,,,,,,,,,,,,,hindi,7,punjabi,6,spanish,1,,,,,,,,,,,,,2018-12-20T10:39:44+00:00,199,1,250,500,,
5730604,1,US,english,7,,,,,,,,,,,,,,,portuguese,3,,,,,,,,,,,,,,,,,2018-11-26T10:45:12+00:00,321,1,799,1800,,
5737473,1,ES,spanish,7,,,,,,,,,,,,,,,arabic,1,english,2,french,1,,,,,,,,,,,,,2020-02-26T06:30:29+00:00,86,1,300,700,,
5744701,0,ES,english,6,,,,,,,,,,,,,,,french,2,german,2,italian,3,,,,,,,,,,,,,2020-04-13T14:27:02+00:00,20,1,100,1400,,
5745766,1,CO,spanish,7,,,,,,,,,,,,,,,english,3,portuguese,4,,,,,,,,,,,,,,,2019-04-30T12:06:54+00:00,361,1,500,1000,,
5749392,1,JP,japanese,7,,,,,,,,,,,,,,,english,5,german,1,,,,,,,,,,,,,,,2019-01-22T12:37:31+00:00,816,1,450,1350,,
5750009,1,BR,portuguese,7,,,,,,,,,,,,,,,english,4,other,1,,,,,,,,,,,,,,,2019-11-15T09:59:03+00:00,408,1,400,950,68,B2
5754327,1,US,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2018-12-27T13:41:23+00:00,1087,1,600,920,,
5754438,1,CN,chinese,7,,,,,,,,,,,,,,,chinese(cantonese),4,chinese(other),7,english,3,,,,,,,,,,,,,2018-12-30T15:22:57+00:00,587,1,900,1500,,
5756153,0,GB,english,7,,,,,,,,,,,,,,,spanish,4,,,,,,,,,,,,,,,,,2018-12-14T11:20:42+00:00,1098,0,100,1500,,
5757768,1,RU,english,6,russian,7,,,,,,,,,,,,,french,1,german,4,italian,1,japanese,1,spanish,1,tatar,7,turkish,4,,,,,2019-02-02T17:30:07+00:00,550,1,1000,1500,,
5758043,1,CZ,czech,7,english,6,french,6,,,,,,,,,,,russian,1,spanish,4,,,,,,,,,,,,,,,2019-04-18T13:27:43+00:00,355,1,800,1500,,
5759166,1,VE,spanish,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-01-22T13:52:12+00:00,726,1,100,800,,
5760219,1,JP,japanese,7,,,,,,,,,,,,,,,english,4,portuguese,2,,,,,,,,,,,,,,,2019-10-29T10:13:26+00:00,981,1,500,1050,,
5767079,1,ES,spanish,7,,,,,,,,,,,,,,,english,5,french,2,,,,,,,,,,,,,,,2018-12-28T15:02:02+00:00,599,1,800,1900,,
5775908,1,AU,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2018-12-27T13:34:21+00:00,949,1,800,1400,,
5778895,1,PH,english,6,,,,,,,,,,,,,,,norwegian,4,russian,7,,,,,,,,,,,,,,,2018-12-20T10:56:00+00:00,840,1,200,600,,
5781342,0,CA,chinese,7,chinese(cantonese),7,english,7,japanese,6,,,,,,,,,french,3,,,,,,,,,,,,,,,,,2020-05-12T07:58:08+00:00,71,1,900,1200,,
5782221,0,GB,english,7,spanish,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-07T12:26:09+00:00,799,1,700,1500,,
5786546,1,NO,english,6,norwegian,7,,,,,,,,,,,,,german,3,,,,,,,,,,,,,,,,,2019-01-24T12:18:16+00:00,1020,1,900,1800,,
5786771,0,JP,japanese,7,,,,,,,,,,,,,,,chinese,2,english,5,italian,1,spanish,1,,,,,,,,,,,2019-01-29T11:08:18+00:00,1555,1,900,2500,,
5787240,0,VE,spanish,7,,,,,,,,,,,,,,,english,3,,,,,,,,,,,,,,,,,2019-06-25T09:01:29+00:00,373,1,500,1000,,
5789596,1,PL,english,6,polish,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-01-10T11:34:13+00:00,393,1,500,1100,,
5790119,1,JP,japanese,7,,,,,,,,,,,,,,,english,3,italian,3,,,,,,,,,,,,,,,2018-12-11T11:26:45+00:00,1776,1,650,1000,,
5794678,1,PL,polish,7,,,,,,,,,,,,,,,english,5,german,1,portuguese,1,russian,4,spanish,4,,,,,,,,,2019-01-31T14:40:54+00:00,131,1,500,1000,,
5797302,1,AR,spanish,7,,,,,,,,,,,,,,,argentinesignlanguage,4,english,5,french,1,german,2,,,,,,,,,,,2019-01-22T13:38:21+00:00,378,1,500,1800,,
5800129,0,JP,english,6,japanese,7,,,,,,,,,,,,,chinese,2,finnish,1,spanish,2,,,,,,,,,,,,,2019-04-09T09:02:04+00:00,1261,1,800,1900,,
5803020,1,BE,english,6,french,7,,,,,,,,,,,,,dutch,3,hungarian,1,korean,1,serbian,1,spanish,4,,,,,,,,,2019-04-23T08:37:56+00:00,557,1,500,1400,,
5805156,1,RS,english,6,serbian,7,,,,,,,,,,,,,german,3,,,,,,,,,,,,,,,,,2019-01-10T12:41:09+00:00,48,1,500,1000,,
5808747,1,KR,english,6,japanese,6,korean,7,,,,,,,,,,,chinese,4,,,,,,,,,,,,,,,,,2019-01-15T13:18:09+00:00,346,0,1250,2500,,
5810778,1,GB,english,7,,,,,,,,,,,,,,,chinese,1,german,2,portuguese,1,spanish,2,,,,,,,,,,,2018-12-21T13:39:39+00:00,2274,1,800,2000,,
5811265,0,RU,russian,7,,,,,,,,,,,,,,,english,3,italian,2,,,,,,,,,,,,,,,2019-08-10T18:27:43+00:00,131,1,500,900,,
5813370,1,LT,lithuanian,7,russian,6,,,,,,,,,,,,,english,4,italian,1,,,,,,,,,,,,,,,2018-12-20T10:59:44+00:00,344,0,0,1200,,
5816231,1,IL,hebrew,7,,,,,,,,,,,,,,,english,6,italian,3,,,,,,,,,,,,,,,2020-01-10T10:57:35+00:00,196,1,600,2000,,
5816560,1,GB,english,7,,,,,,,,,,,,,,,chinese,1,french,5,spanish,2,,,,,,,,,,,,,2020-01-29T13:40:51+00:00,491,1,900,1500,,
5817682,1,TH,thai,7,,,,,,,,,,,,,,,english,5,,,,,,,,,,,,,,,,,2019-04-11T09:23:33+00:00,288,1,900,1100,,
5818972,1,GB,english,7,kurdish,6,,,,,,,,,,,,,arabic,4,russian,4,spanish,3,,,,,,,,,,,,,2020-03-31T11:07:24+00:00,94,0,600,1180,,
5823623,0,RU,russian,7,,,,,,,,,,,,,,,english,4,german,5,,,,,,,,,,,,,,,2020-04-07T14:37:27+00:00,28,1,700,1400,,
5830884,0,CA,english,7,,,,,,,,,,,,,,,french,5,portuguese,3,,,,,,,,,,,,,,,2019-11-15T11:23:24+00:00,9,1,400,1500,,
5830974,1,SD,arabic,7,arabic(sudanese),7,english,6,,,,,,,,,,,filipino(tagalog),2,korean,1,,,,,,,,,,,,,,,2019-09-23T07:19:12+00:00,440,1,500,1000,,
5831871,1,VN,vietnamese,7,,,,,,,,,,,,,,,chinese,3,english,5,japanese,1,,,,,,,,,,,,,2018-12-31T16:31:45+00:00,62,1,330,800,,
5839086,0,US,english,7,,,,,,,,,,,,,,,portuguese,1,spanish,2,,,,,,,,,,,,,,,2019-04-08T10:25:44+00:00,840,1,900,1700,,
5847413,1,DE,german,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2019-01-08T12:04:01+00:00,1304,1,1000,2000,,
5849801,1,HR,croatian,7,english,6,,,,,,,,,,,,,french,1,german,3,italian,4,portuguese,5,spanish,5,,,,,,,,,2019-01-31T14:20:31+00:00,609,1,700,1200,,
5851085,1,ID,indonesian,7,,,,,,,,,,,,,,,english,4,javanese,7,,,,,,,,,,,,,,,2019-01-10T12:12:15+00:00,348,1,400,700,,
5852954,1,IR,persian(farsi),7,turkish,7,,,,,,,,,,,,,english,5,french,1,,,,,,,,,,,,,,,2019-01-10T11:56:30+00:00,376,0,100,1500,,
5856036,1,RU,english,6,russian,7,,,,,,,,,,,,,spanish,2,turkish,1,,,,,,,,,,,,,,,2020-01-15T03:50:17+00:00,153,1,250,500,,
5856327,1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,armenian,1,dutch,1,french,1,spanish,1,turkish,3,,,,,,,,,2019-01-17T11:06:30+00:00,552,1,600,1200,,
5861750,1,GB,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2020-02-05T12:37:10+00:00,300,1,500,1000,,
5865481,0,TR,turkish,7,,,,,,,,,,,,,,,english,5,german,5,russian,4,,,,,,,,,,,,,2020-01-02T11:13:14+00:00,201,1,100,900,,
5873397,0,US,english,7,,,,,,,,,,,,,,,spanish,1,thai,1,,,,,,,,,,,,,,,2019-11-25T02:54:12+00:00,450,0,945,1213,,
5873646,1,TH,thai,7,,,,,,,,,,,,,,,english,6,,,,,,,,,,,,,,,,,2020-04-01T03:35:44+00:00,96,1,300,600,,
5874041,1,ZA,english,7,,,,,,,,,,,,,,,afrikaans,3,russian,1,,,,,,,,,,,,,,,2019-01-28T11:49:25+00:00,1911,1,700,1200,,
5882440,1,CZ,czech,7,,,,,,,,,,,,,,,english,6,spanish,1,,,,,,,,,,,,,,,2019-03-07T10:06:23+00:00,514,1,500,1800,,
5885101,1,US,english,7,,,,,,,,,,,,,,,spanish,1,,,,,,,,,,,,,,,,,2019-01-28T11:54:14+00:00,1044,1,700,2499,,
5887444,1,IR,english,6,persian(farsi),7,,,,,,,,,,,,,arabic,1,german,1,italian,1,polish,1,portuguese,1,russian,1,spanish,1,,,,,2019-01-24T12:24:32+00:00,1947,1,100,400,,
5888250,1,FR,english,6,french,7,,,,,,,,,,,,,german,2,spanish,1,,,,,,,,,,,,,,,2019-01-29T11:30:20+00:00,1111,1,1200,1900,,
5892175,1,EG,arabic,7,arabic(egyptian),7,arabic(modernstandard),7,,,,,,,,,,,arabic(gulf),7,arabic(levantine),7,english,6,,,,,,,,,,,,,2019-02-06T15:14:24+00:00,1218,1,500,1000,,
5897047,1,RS,bosnian,6,croatian,6,english,6,serbian,7,,,,,,,,,montenegrin,6,spanish,1,,,,,,,,,,,,,,,2019-02-07T11:06:00+00:00,1642,1,100,600,,
5897221,1,UA,english,6,russian,7,ukrainian,7,,,,,,,,,,,chinese,1,dutch,1,french,3,,,,,,,,,,,,,2019-01-24T12:07:58+00:00,467,1,500,1500,,
5898859,1,JP,english,6,japanese,7,,,,,,,,,,,,,chinese,2,french,2,,,,,,,,,,,,,,,2019-06-11T10:13:35+00:00,505,1,800,1450,,
5899395,1,ZA,afrikaans,6,english,7,,,,,,,,,,,,,arabic,3,hebrew,1,latin,2,other,1,spanish,2,,,,,,,,,2019-02-08T15:24:24+00:00,1199,1,599,1090,,
5901512,1,TR,english,6,turkish,7,,,,,,,,,,,,,arabic(modernstandard),2,greek(ancient),1,spanish,2,,,,,,,,,,,,,2019-01-17T11:25:23+00:00,70,1,300,1000,,
5903496,0,CN,chinese,7,,,,,,,,,,,,,,,english,5,french,1,korean,2,,,,,,,,,,,,,2020-04-21T09:29:30+00:00,1,1,500,1000,,
5904464,1,GB,english,7,,,,,,,,,,,,,,,arabic(levantine),2,french,3,gaelic(irish),1,russian,1,,,,,,,,,,,2019-08-09T17:35:29+00:00,200,0,300,1400,,
5907949,1,RU,english,6,,,,,,,,,,,,,,,russian,7,,,,,,,,,,,,,,,,,2020-02-24T15:19:39+00:00,322,1,300,800,,
5909162,1,FR,french,7,,,,,,,,,,,,,,,english,6,portuguese,1,spanish,2,,,,,,,,,,,,,2020-04-08T11:49:12+00:00,170,0,600,1600,,
5913029,0,AU,english,7,,,,,,,,,,,,,,,spanish,5,,,,,,,,,,,,,,,,,2019-05-10T09:32:52+00:00,850,1,100,1700,,
5914169,1,GB,english,7,,,,,,,,,,,,,,,pashtu,2,spanish,4,,,,,,,,,,,,,,,2019-02-08T15:06:59+00:00,900,1,1000,2000,,
5914802,1,GR,greek,7,,,,,,,,,,,,,,,english,5,russian,6,,,,,,,,,,,,,,,2019-08-16T13:08:19+00:00,45,0,300,700,,
5914828,1,MK,bosnian,6,bulgarian,6,croatian,6,macedonian,7,montenegrin,6,serbian,6,,,,,english,6,russian,3,turkish,2,,,,,,,,,,,,,2019-02-14T10:04:37+00:00,369,1,300,700,,
5914989,1,IT,italian,7,portuguese,6,,,,,,,,,,,,,english,4,french,2,spanish,2,,,,,,,,,,,,,2019-02-06T15:08:43+00:00,191,1,600,999,,
5917032,0,GB,english,7,,,,,,,,,,,,,,,french,2,japanese,2,spanish,6,,,,,,,,,,,,,2020-05-06T09:20:10+00:00,12,0,100,1200,,
5918192,0,ES,spanish,7,,,,,,,,,,,,,,,english,5,french,4,korean,2,,,,,,,,,,,,,2019-02-05T12:01:44+00:00,51,1,800,1600,,
5920599,1,ES,english,6,spanish,7,,,,,,,,,,,,,portuguese,3,swedish,3,,,,,,,,,,,,,,,2019-09-27T18:18:42+00:00,781,1,900,1200,,
5920602,1,GB,english,7,,,,,,,,,,,,,,,japanese,1,spanish,2,,,,,,,,,,,,,,,2019-10-17T10:32:27+00:00,608,1,395,1095,,
5923730,0,GB,english,7,,,,,,,,,,,,,,,indonesian,3,,,,,,,,,,,,,,,,,2020-05-13T07:11:34+00:00,72,1,500,1000,,
5929733,1,DE,german,7,,,,,,,,,,,,,,,english,6,russian,2,spanish,2,,,,,,,,,,,,,2019-02-12T09:52:28+00:00,459,0,100,1250,,
5939012,1,DE,english,6,german,7,,,,,,,,,,,,,indonesian,4,spanish,3,,,,,,,,,,,,,,,2019-02-05T11:43:04+00:00,1035,1,550,1200,,
5939785,1,US,english,7,,,,,,,,,,,,,,,german,1,other,1,,,,,,,,,,,,,,,2019-02-15T13:11:53+00:00,321,1,2300,3000,,
5940285,1,ZA,english,7,,,,,,,,,,,,,,,other,1,,,,,,,,,,,,,,,,,2019-02-04T10:37:41+00:00,194,1,500,1000,,
5940703,0,ES,spanish,7,,,,,,,,,,,,,,,catalan,7,english,5,,,,,,,,,,,,,,,2020-05-05T03:34:31+00:00,32,1,100,1500,,
